Row;Dim_0;Dim_1=0;Dim_2=0;Dim_3=0;Dim_4=0;Dim_5=0;Dim_6=0;Dim_7=0;Dim_8=0;Dim_9=0;Dim_10=0;Dim_11=0;Dim_12=0;Dim_13=0;Dim_14=0;Dim_15=0;Dim_16;Dim_17;Dim_18;Dim_19;Dim_20;;
1083;0,625000;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,001132;0,052925;0,157191;0,351852;0,159375;;
1084;0,812500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001509;0,064067;0,185619;0,388889;0,170313;;
1085;0,677083;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001509;0,097493;0,187291;0,347222;0,190625;;
1086;0,604167;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,001698;0,197772;0,183946;0,458333;0,146875;;
1087;0,604167;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1088;0,239583;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001132;0,164345;0,195652;0,398148;0,176563;;
1089;0,666667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,003019;0,119777;0,197324;0,314815;0,217187;;
1090;0,614583;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004906;0,153203;0,133779;0,333333;0,142188;;
1091;0,447917;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001132;0,147632;0,175585;0,319444;0,192187;;
1092;0,447917;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006604;0,091922;0,168896;0,365741;0,164063;;
1093;0,447917;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006038;0,103064;0,162207;0,254630;0,214063;;
1094;0,229167;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1095;0,177083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000472;0,169916;0,264214;0,337963;0,273438;;
1096;0,406250;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006792;0,136490;0,155518;0,384259;0,145312;;
1097;0,843750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1098;0,604167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001132;0,247911;0,265886;0,685185;0,148438;;
1099;0,604167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,008302;0,130919;0,130435;0,375000;0,123438;;
1100;0,604167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001132;0,108635;0,173913;0,324074;0,185937;;
1101;0,260417;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002075;0,108635;0,117057;0,240741;0,159375;;
1102;0,260417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005472;0,130919;0,147157;0,347222;0,150000;;
1103;0,750000;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,003208;0,097493;0,327759;0,384259;0,306250;;
1104;0,635417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,045283;0,091922;0,117057;0,416667;0,103125;;
1105;0,229167;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,001698;0,158774;0,224080;0,560185;0,151563;;
1106;0,760417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000755;0,147632;0,165552;0,365741;0,160937;;
1107;0,187500;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000472;0,103064;0,272575;0,361111;0,268750;;
1108;0,531250;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,066038;0,113092;0,125418;0,430556;0,106250;;
1109;0,395833;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000472;0,158774;0,205686;0,365741;0,200000;;
1110;0,645833;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000472;0,111978;0,265886;0,416667;0,232812;;
1111;0,791667;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000472;0,091922;0,185619;0,356481;0,184375;;
1112;0,614583;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000283;0,420613;0,197324;0,402778;0,178125;;
1113;0,781250;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0,012453;0,052925;0,148829;0,402778;0,134375;;
1114;0,781250;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003774;0,203343;0,234114;0,444444;0,193750;;
1115;0,531250;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,000283;0,147632;0,219064;0,402778;0,195313;;
1116;0,760417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001226;0,047354;0,150502;0,250000;0,198438;;
1117;0,562500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003396;0,125348;0,160535;0,370370;0,154688;;
1118;0,718750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002830;0,013928;0,128763;0,291667;0,150000;;
1119;0,541667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1120;0,177083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1121;0,385417;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1122;0,687500;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003585;0,111978;0,275920;0,583333;0,179688;;
1123;0,364583;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;7,5e-05;0,111978;0,245819;0,685185;0,137500;;
1124;0,760417;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,002642;0,111978;0,178930;0,365741;0,175000;;
1125;0,718750;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000226;0,111978;0,204013;0,365741;0,198438;;
1126;0,520833;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,125418;0,277778;0,151563;;
1127;0,864583;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;7,5e-05;0,111978;0,352843;0,379630;0,334375;;
1128;0,395833;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,013019;0,086351;0,205686;0,393519;0,189063;;
1129;0,364583;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,000472;0,125348;0,162207;0,361111;0,159375;;
1130;0,562500;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0,016208;0,013928;0,118729;0,273148;0,146875;;
1131;0,416667;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1132;0,145833;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1133;0,145833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7,5e-05;0,075209;0,168896;0,314815;0,184375;;
1134;0,718750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006604;0,136490;0,202341;0,453704;0,164063;;
1135;0,854167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003019;0,064067;0,168896;0,287037;0,201563;;
1136;0,552083;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,086351;0,096990;0,222222;0,140625;;
1137;0,739583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002075;0,119777;0,204013;0,421296;0,176563;;
1138;0,708333;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002830;0,097493;0,224080;0,347222;0,229688;;
1139;0,416667;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002075;0,111978;0,158863;0,328704;0,168750;;
1140;0,416667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1141;0,343750;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;7,5e-05;0,158774;0,237458;0,652778;0,139062;;
1142;0,333333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,301887;0,013928;0,012542;0,398148;0,011156;;
1143;0,333333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,003396;0,108635;0,229097;0,393519;0,210938;;
1144;0,333333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004151;0,142061;0,140468;0,328704;0,150000;;
1145;0,739583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,028302;0,119777;0,160535;0,518519;0,115625;;
1146;0,822917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,011321;0,086351;0,162207;0,361111;0,159375;;
1147;0,822917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004906;0,119777;0,158863;0,402778;0,143750;;
1148;0,656250;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,169916;0,224080;0,416667;0,195313;;
1149;0,718750;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000302;0,103064;0,289298;0,379630;0,272516;;
1150;0,510417;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000981;0,113092;0,153846;0,361111;0,151563;;
1151;0,718750;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0,003925;0,091922;0,215719;0,384259;0,200000;;
1152;0,718750;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0,002453;0,097493;0,153846;0,319444;0,168750;;
1153;0,718750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006038;0,047354;0,137124;0,324074;0,146875;;
1154;0,625000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,008849;0,058496;0,145485;0,268519;0,181250;;
1155;0,625000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001660;0,013928;0,073579;0,189815;0,120313;;
1156;0,750000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004528;0,108635;0,195652;0,347222;0,198438;;
1157;0,750000;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005094;0,086351;0,158863;0,282407;0,192187;;
1158;0,354167;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000491;0,052925;0,091973;0,333333;0,096875;;
1159;0,593750;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005849;0,158774;0,157191;0,398148;0,142188;;
1160;0,750000;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;3,8e-05;0,080780;0,125418;0,356481;0,125000;;
1161;0,677083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000736;0,125348;0,167224;0,379630;0,157531;;
1162;0,375000;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002075;0,103064;0,192308;0,384259;0,181250;;
1163;0,729167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001453;0,113092;0,202341;0,342593;0,207813;;
1164;0,322917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,014906;0,119777;0,123746;0,388889;0,114063;;
1165;0,552083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,035849;0,119777;0,135452;0,398148;0,123438;;
1166;0,500000;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003774;0,113092;0,128763;0,324074;0,139062;;
1167;0,802083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005472;0,091922;0,170569;0,273148;0,210938;;
1168;0,187500;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005849;0,153203;0,215719;0,361111;0,212500;;
1169;0,187500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005660;0,113092;0,130435;0,333333;0,139062;;
1170;0,677083;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000132;0,111978;0,193980;0,356481;0,193750;;
1171;0,510417;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0,075472;0,119777;0,122074;0,388889;0,112500;;
1172;0,510417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1173;0,385417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000434;0,186630;0,302676;0,375000;0,287500;;
1174;0,385417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005283;0,130919;0,157191;0,375000;0,151563;;
1175;0,270833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,232441;0,537037;0,162500;;
1176;0,770833;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003019;0,086351;0,167224;0,356481;0,167188;;
1177;0,427083;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000226;0,111978;0,245819;0,402778;0,220312;;
1178;0,708333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003396;0,125348;0,177258;0,398148;0,160937;;
1179;0,833333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001226;0,069638;0,148829;0,324074;0,159375;;
1180;0,437500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002075;0,069638;0,224080;0,370370;0,215625;;
1181;0,666667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3,8e-05;0,175487;0,212375;0,277778;0,259375;;
1182;0,166667;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0,052830;0,108635;0,140468;0,379630;0,132812;;
1183;0,187500;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001585;0,108635;0,160535;0,328704;0,171875;;
1184;0,510417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003019;0,130919;0,182274;0,384259;0,170313;;
1185;0,718750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,091922;0,158863;0,287037;0,187500;;
1186;0,635417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004340;0,125348;0,150502;0,361111;0,148438;;
1187;0,729167;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,003585;0,080780;0,222408;0,402778;0,195313;;
1188;0,562500;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011509;0,125348;0,143813;0,342593;0,148438;;
1189;0,562500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,017358;0,136490;0,173913;0,444444;0,143750;;
1190;0,739583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002830;0,103064;0,232441;0,425926;0,198438;;
1191;0,520833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1192;0,166667;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1193;0,416667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1194;0,583333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1195;0,302083;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,002453;0,108635;0,130435;0,254630;0,168750;;
1196;0,156250;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004151;0,111978;0,185619;0,361111;0,182813;;
1197;0,635417;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,010566;0,111978;0,168896;0,439815;0,142188;;
1198;0,322917;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;3,8e-05;0,203343;0,229097;0,541667;0,159375;;
1199;0,437500;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,001792;0,103064;0,165552;0,296296;0,192187;;
1200;0,802083;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,001868;0,091922;0,187291;0,365741;0,182813;;
1201;0,635417;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0,024528;0,058496;0,142140;0,296296;0,164063;;
1202;0,635417;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,012264;0,097493;0,158863;0,518519;0,115625;;
1203;0,843750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,058496;0,112040;0,217593;0,164063;;
1204;0,562500;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,002264;0,130919;0,155518;0,402778;0,137500;;
1205;0,562500;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,003585;0,125348;0,160535;0,398148;0,145312;;
1206;0,562500;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001132;0,058496;0,155518;0,370370;0,150000;;
1207;0,812500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007170;0,075209;0,160535;0,370370;0,168750;;
1208;0,072917;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1209;0,354167;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,058491;0,142061;0,073579;0,384259;0,068750;;
1210;0,354167;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003585;0,111978;0,118729;0,277778;0,145312;;
1211;0,354167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,001755;0,153203;0,255853;0,388889;0,235938;;
1212;0,510417;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,284906;0,052925;0,050167;0,458333;0,040625;;
1213;0,510417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005283;0,086351;0,172241;0,291667;0,201563;;
1214;0,802083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001094;0,119777;0,150502;0,365741;0,146875;;
1215;0,802083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001453;0,103064;0,185619;0,398148;0,168750;;
1216;0,593750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007906;0,113092;0,135452;0,472222;0,104688;;
1217;0,593750;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1,9e-05;0,181058;0,212375;0,490741;0,160937;;
1218;0,625000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9e-05;0,113092;0,262542;0,444444;0,215625;;
1219;0,395833;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,003019;0,097493;0,187291;0,375000;0,184375;;
1220;0,895833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004717;0,091922;0,230769;0,365741;0,226562;;
1221;0,645833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,010943;0,069638;0,150502;0,356481;0,150000;;
1222;0,645833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1223;0,645833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,182575;0,379630;0,171984;;
1224;0,645833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000811;0,158774;0,193980;0,578704;0,126563;;
1225;0,635417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,012453;0,119777;0,162207;0,458333;0,129688;;
1226;0,572917;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000566;0,153203;0,232441;0,379630;0,218750;;
1227;0,614583;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,184906;0,019499;0,006355;0,291667;0,007813;;
1228;0,375000;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,160535;0,305556;0,182813;;
1229;0,187500;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,010755;0,103064;0,170569;0,430556;0,143750;;
1230;0,437500;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;9,4e-05;0,111978;0,264214;0,398148;0,240625;;
1231;0,781250;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,001226;0,080780;0,182274;0,365741;0,178125;;
1232;0,552083;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,003925;0,136490;0,210702;0,439815;0,175000;;
1233;0,760417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011887;0,091922;0,240803;0,486111;0,182813;;
1234;0,822917;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002453;0,153203;0,372910;0,699074;0,206250;;
1235;0,291667;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,000472;0,108635;0,055184;0,379630;0,052000;;
1236;0,500000;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000226;0,125348;0,299331;0,435185;0,253125;;
1237;0,677083;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000792;0,103064;0,252508;0,402778;0,226562;;
1238;0,729167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000170;0,136490;0,275920;0,472222;0,215625;;
1239;0,218750;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,249164;0,402778;0,221875;;
1240;0,395833;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0,003774;0,125348;0,167224;0,458333;0,134375;;
1241;0,635417;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007906;0,119777;0,170569;0,435185;0,142188;;
1242;0,708333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003774;0,091922;0,178930;0,351852;0,179688;;
1243;0,739583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,265886;0,337963;0,278125;;
1244;0,687500;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000472;0,108635;0,165552;0,296296;0,190625;;
1245;0,187500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006981;0,164345;0,110368;0,314815;0,121875;;
1246;0,645833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,008491;0,080780;0,152174;0,324074;0,164063;;
1247;0,708333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9e-05;0,130919;0,209030;0,310185;0,234375;;
1248;0,239583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,002453;0,097493;0,155518;0,300926;0,178125;;
1249;0,364583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001094;0,111978;0,188963;0,476852;0,146875;;
1250;0,625000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3,8e-05;0,111978;0,185619;0,375000;0,178125;;
1251;0,614583;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,010943;0,097493;0,160535;0,324074;0,171875;;
1252;0,208333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004151;0,080780;0,127090;0,333333;0,134375;;
1253;0,406250;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001226;0,091922;0,165552;0,351852;0,167188;;
1254;0,468750;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0,003208;0,111978;0,229097;0,430556;0,195313;;
1255;0,458333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,001774;0,108635;0,167224;0,319444;0,182813;;
1256;0,416667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,005849;0,136490;0,245819;0,425926;0,210938;;
1257;0,385417;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,001340;0,236769;0,212375;0,671296;0,120313;;
1258;0,145833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9e-05;0,331476;0,414716;0,291667;0,484375;;
1259;0,625000;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001377;0,091922;0,264214;0,435185;0,229688;;
1260;0,750000;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001491;0,080780;0,180602;0,328704;0,192187;;
1261;0,468750;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,007906;0,119777;0,110368;0,379630;0,103969;;
1262;0,625000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002264;0,097493;0,143813;0,379630;0,135469;;
1263;0,729167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002453;0,064067;0,160535;0,379630;0,151234;;
1264;0,812500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,086351;0,198997;0,444444;0,164063;;
1265;0,239583;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,006981;0,125348;0,163880;0,435185;0,137500;;
1266;0,750000;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,041783;0,098662;0,148148;0,190625;;
1267;0,687500;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,000981;0,075209;0,212375;0,365741;0,206250;;
1268;0,687500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,096226;0,019499;0,016722;0,504630;0,012500;;
1269;0,447917;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,084906;0,075209;0,061873;0,458333;0,048438;;
1270;0,583333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3,8e-05;0,186630;0,224080;0,259259;0,285938;;
1271;0,312500;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003566;0,111978;0,183946;0,370370;0,178125;;
1272;0,541667;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;3,8e-05;0,236769;0,414716;0,388889;0,382813;;
1273;0,750000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9e-05;0,097493;0,285953;0,384259;0,267187;;
1274;0,510417;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002453;0,108635;0,153846;0,365741;0,150000;;
1275;0,281250;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,262264;0,047354;0,056856;0,337963;0,059375;;
1276;0,250000;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,002453;0,080780;0,157191;0,291667;0,185937;;
1277;0,458333;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,000792;0,103064;0,178930;0,277778;0,212500;;
1278;0,218750;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,002264;0,103064;0,150502;0,324074;0,160937;;
1279;0,656250;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006226;0,080780;0,167224;0,361111;0,165625;;
1280;0,333333;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003585;0,113092;0,112040;0,263889;0,142188;;
1281;0,729167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3,8e-05;0,052925;0,197324;0,180556;0,329687;;
1282;0,687500;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003208;0,097493;0,235786;0,324074;0,253125;;
1283;0,270833;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,001604;0,125348;0,232441;0,449074;0,192187;;
1284;0,666667;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,005094;0,125348;0,163880;0,435185;0,137500;;
1285;0,833333;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0,003585;0,080780;0,115385;0,282407;0,139062;;
1286;0,385417;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0,002264;0,111978;0,188963;0,370370;0,175000;;
1287;0,750000;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0,007358;0,047354;0,100334;0,171296;0,176563;;
1288;0,520833;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003925;0,108635;0,157191;0,361111;0,154688;;
1289;0,666667;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002642;0,091922;0,232441;0,453704;0,189063;;
1290;0,635417;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006604;0,108635;0,108696;0,259259;0,140625;;
1291;0,802083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,000660;0,108635;0,152174;0,398148;0,137500;;
1292;0,302083;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004717;0,119777;0,162207;0,402778;0,146875;;
1293;0,687500;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0,000792;0,075209;0,230769;0,375000;0,220312;;
1294;0,354167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001830;0,111978;0,153846;0,370370;0,148438;;
